param NumNodes := 20;
param NumArcs := 120;
param NumCommodities := 100;
param ArcsNodes :=
  3 43 13.010908112549245
  6 43 -13.010908112549245
  8 44 77.5995810243331
  11 44 -77.5995810243331
  7 45 84.98605362023235
  1 45 -84.98605362023235
  1 46 25.06715097682457
  3 46 -25.06715097682457
  16 47 26.116542889460582
  1 47 -26.116542889460582
  2 48 10.796096941404882
  14 48 -10.796096941404882
  16 49 27.534514429767995
  13 49 -27.534514429767995
  7 50 76.53077193971683
  14 50 -76.53077193971683
  10 51 18.856084000231327
  19 51 -18.856084000231327
  3 52 72.77410761750603
  1 52 -72.77410761750603
  11 53 45.70578717186083
  7 53 -45.70578717186083
  2 54 15.643082430735262
  12 54 -15.643082430735262
  5 55 101.09795138018058
  17 55 -101.09795138018058
  11 56 17.438828381843912
  13 56 -17.438828381843912
  18 57 62.863669035195684
  7 57 -62.863669035195684
  5 58 27.24785805535408
  16 58 -27.24785805535408
  9 59 71.92175918227348
  6 59 -71.92175918227348
  2 60 12.776929326708881
  8 60 -12.776929326708881
  19 61 97.63265390898114
  7 61 -97.63265390898114
  14 62 61.17870651292527
  6 62 -61.17870651292527
  15 63 64.080880627992
  13 63 -64.080880627992
  7 64 65.08205834443459
  13 64 -65.08205834443459
  7 65 51.04327812361027
  5 65 -51.04327812361027
  15 66 95.20141508793326
  7 66 -95.20141508793326
  1 67 31.966412278914845
  20 67 -31.966412278914845
  18 68 79.60587491618217
  17 68 -79.60587491618217
  1 69 21.342166282974368
  6 69 -21.342166282974368
  19 70 80.60451183803332
  15 70 -80.60451183803332
  2 71 33.278177315545015
  6 71 -33.278177315545015
  13 72 100.42904979222068
  1 72 -100.42904979222068
  14 73 39.63021377268383
  5 73 -39.63021377268383
  18 74 19.97476203183131
  1 74 -19.97476203183131
  9 75 44.76972629777196
  12 75 -44.76972629777196
  20 76 34.55815331060293
  7 76 -34.55815331060293
  12 77 82.66514755801829
  5 77 -82.66514755801829
  8 78 71.91087161107947
  17 78 -71.91087161107947
  17 79 26.319906471292114
  7 79 -26.319906471292114
  12 80 56.59685671814542
  19 80 -56.59685671814542
  17 81 63.98003264532214
  1 81 -63.98003264532214
  3 82 92.93870769745806
  14 82 -92.93870769745806
  6 83 57.05967524812483
  4 83 -57.05967524812483
  8 84 54.201702700208834
  4 84 -54.201702700208834
  18 85 23.99364752129463
  8 85 -23.99364752129463
  16 86 41.69588792439823
  3 86 -41.69588792439823
  17 87 77.45967139524492
  5 87 -77.45967139524492
  10 88 77.08392356142618
  17 88 -77.08392356142618
  5 89 13.761646884468693
  6 89 -13.761646884468693
  5 90 32.81413713150904
  13 90 -32.81413713150904
  20 91 59.06571808996767
  12 91 -59.06571808996767
  6 92 39.9687627405443
  18 92 -39.9687627405443
  15 93 31.74196877730377
  2 93 -31.74196877730377
  10 94 78.07531124873054
  18 94 -78.07531124873054
  19 95 67.18020195595312
  1 95 -67.18020195595312
  4 96 85.28464640798889
  7 96 -85.28464640798889
  6 97 54.38651001267826
  2 97 -54.38651001267826
  17 98 10.976064298071694
  6 98 -10.976064298071694
  15 99 33.14666572664455
  6 99 -33.14666572664455
  11 100 12.533448437644243
  16 100 -12.533448437644243
;
param : ArcsFixedCost ArcsVariableCost ArcsCapacity :=
  1 5115.0 100.0 5135.0
  2 1228.0 23.0 143.0
  3 4757.0 71.0 472.0
  4 4297.0 60.0 194.0
  5 2251.0 26.0 392.0
  6 5115.0 100.0 5135.0
  7 1739.0 90.0 279.0
  8 1330.0 14.0 97.0
  9 4603.0 40.0 489.0
  10 3376.0 25.0 495.0
  11 4552.0 62.0 415.0
  12 1842.0 85.0 256.0
  13 1279.0 49.0 415.0
  14 5115.0 100.0 5135.0
  15 2558.0 27.0 250.0
  16 4603.0 55.0 233.0
  17 4961.0 69.0 489.0
  18 768.0 42.0 330.0
  19 5115.0 100.0 5135.0
  20 2149.0 54.0 552.0
  21 2251.0 88.0 546.0
  22 4961.0 96.0 398.0
  23 1688.0 59.0 535.0
  24 2558.0 98.0 336.0
  25 5115.0 100.0 5135.0
  26 4501.0 77.0 120.0
  27 3018.0 65.0 222.0
  28 921.0 29.0 421.0
  29 2507.0 40.0 57.0
  30 4757.0 68.0 171.0
  31 665.0 25.0 165.0
  32 5115.0 100.0 5135.0
  33 1586.0 14.0 552.0
  34 1535.0 15.0 523.0
  35 3887.0 35.0 205.0
  36 2455.0 62.0 353.0
  37 512.0 81.0 500.0
  38 5115.0 100.0 5135.0
  39 2353.0 62.0 194.0
  40 1075.0 81.0 512.0
  41 2711.0 29.0 421.0
  42 3887.0 75.0 57.0
  43 2609.0 91.0 256.0
  44 1023.0 57.0 120.0
  45 614.0 65.0 438.0
  46 5115.0 100.0 5135.0
  47 4961.0 74.0 262.0
  48 3223.0 47.0 279.0
  49 3990.0 66.0 137.0
  50 2353.0 69.0 165.0
  51 2046.0 25.0 256.0
  52 2200.0 44.0 421.0
  53 5115.0 100.0 5135.0
  54 1791.0 58.0 529.0
  55 3120.0 16.0 319.0
  56 2302.0 47.0 557.0
  57 3069.0 70.0 137.0
  58 3529.0 50.0 154.0
  59 5115.0 100.0 5135.0
  60 4297.0 37.0 535.0
  61 1126.0 48.0 194.0
  62 5115.0 100.0 5135.0
  63 4092.0 91.0 432.0
  64 4143.0 60.0 387.0
  65 1228.0 24.0 358.0
  66 4194.0 28.0 69.0
  67 5115.0 100.0 5135.0
  68 3018.0 37.0 165.0
  69 4859.0 78.0 268.0
  70 4399.0 23.0 415.0
  71 4297.0 51.0 415.0
  72 5115.0 100.0 5135.0
  73 4910.0 22.0 449.0
  74 1126.0 86.0 330.0
  75 2762.0 11.0 364.0
  76 1739.0 81.0 557.0
  77 3939.0 97.0 404.0
  78 3632.0 75.0 69.0
  79 5115.0 100.0 5135.0
  80 1893.0 97.0 500.0
  81 4143.0 77.0 177.0
  82 2046.0 26.0 324.0
  83 5115.0 100.0 5135.0
  84 3632.0 66.0 262.0
  85 4655.0 28.0 131.0
  86 768.0 44.0 444.0
  87 5115.0 100.0 5135.0
  88 972.0 98.0 540.0
  89 4655.0 82.0 302.0
  90 2149.0 78.0 506.0
  91 921.0 10.0 228.0
  92 3171.0 41.0 239.0
  93 5115.0 100.0 5135.0
  94 4297.0 62.0 165.0
  95 1177.0 84.0 432.0
  96 1228.0 51.0 353.0
  97 2404.0 97.0 120.0
  98 1433.0 53.0 233.0
  99 1688.0 70.0 74.0
  100 921.0 73.0 125.0
  101 2097.0 64.0 478.0
  102 5115.0 100.0 5135.0
  103 2507.0 45.0 512.0
  104 1995.0 72.0 160.0
  105 2916.0 11.0 563.0
  106 4757.0 50.0 375.0
  107 717.0 94.0 256.0
  108 5115.0 100.0 5135.0
  109 3376.0 56.0 347.0
  110 3223.0 70.0 523.0
  111 4961.0 73.0 500.0
  112 4552.0 59.0 535.0
  113 1842.0 13.0 148.0
  114 3836.0 82.0 296.0
  115 5115.0 100.0 5135.0
  116 4757.0 49.0 432.0
  117 1842.0 85.0 404.0
  118 4450.0 76.0 353.0
  119 2046.0 49.0 381.0
  120 2302.0 73.0 154.0
;
