  METCALF_20_3333_CG    0.00000    -2   34.50000  690.00000     6     6 8280.00000 8280.00000 8280.00000 8280.00000    0.00344
  METCALF_20_3333_NG    0.00000    -1   10.60000  213.00000     6     6 2556.00000 2556.00000 2556.00000 2556.00000    0.00344
    MEXICO_20_2030_E  629.00000     1    0.00000  629.00000     0     0  629.00000  629.00000  629.00000  629.00000    0.00010
    MEXICO_20_2030_G    0.00000   -12  214.00000 2140.00000     6     6 25680.00000 25680.00000 25680.00000 25680.00000    0.00344
  MIDPOINT_20_6132_C    9.68500    15    3.25000   13.00000    12    12    1.56000    1.56000    3.25000    3.25000    0.00227
  MIDPOINT_20_6132_G    0.00000    -9   29.30000  293.00000     6     6 3516.00000 3516.00000 3516.00000 3516.00000    0.00344
  MIDPOINT_20_6132_R   35.00000     1    0.00000   35.00000     0     0   35.00000   35.00000   35.00000   35.00000    0.00010
   MIDWAY_20_3835_NG    0.00000    -4   69.00000 1381.00000     6     6 16572.00000 16572.00000 16572.00000 16572.00000    0.00344
  MISSION_20_2233_DG    0.00000    -3   25.00000  706.00000     6     6 8472.00000 8472.00000 8472.00000 8472.00000    0.00344
  MISSION_20_2233_EG    0.00000    -9   62.70000 1253.00000     6     6 15036.00000 15036.00000 15036.00000 15036.00000    0.00344
  MISSION_20_2233_TG    0.00000    -7   25.00000  500.00000     6     6 6000.00000 6000.00000 6000.00000 6000.00000    0.00344
  MONTA_G1_20_6235_G    0.00000    -4   12.70000  127.00000     6     6 1524.00000 1524.00000 1524.00000 1524.00000    0.00344
 MORROBAY_20_3836_DG    0.00000    -5   51.00000 1021.00000     6     6 12252.00000 12252.00000 12252.00000 12252.00000    0.00344
 MOSSLAND_20_3932_DG    0.00000    -3   73.90000 1478.00000     6     6 17736.00000 17736.00000 17736.00000 17736.00000    0.00344
    NAUGHT_20_6335_C 1276.93000    22  428.50000 1714.00000    12    12  205.68000  205.68000  428.50000  428.50000    0.00227
    NAUGHT_20_6335_G    0.00000    -1   45.50000  659.00000     6     6 7908.00000 7908.00000 7908.00000 7908.00000    0.00344
  NAVAJO_2_20_1232_C 1594.30000    21  535.00000 2140.00000    12    12  256.80000  256.80000  535.00000  535.00000    0.00227
  NORTH_G3_20_4231_C  961.05000    16  322.50000 1290.00000    12    12  154.80000  154.80000  322.50000  322.50000    0.00227
  NORTH_G3_20_4231_G    0.00000    -7  131.70000 1317.00000     6     6 15804.00000 15804.00000 15804.00000 15804.00000    0.00344
  NORTH_G3_20_4231_R   47.00000     1    0.00000   47.00000     0     0   47.00000   47.00000   47.00000   47.00000    0.00010
     OLIVE_20_2631_G    0.00000    -9   31.80000  318.00000     6     6 3816.00000 3816.00000 3816.00000 3816.00000    0.00344
  PALOVRD2_20_1431_G    0.00000    -9  699.50000 7118.70000     6     6 85424.40000 85424.40000 85424.40000 85424.40000    0.00344
  PALOVRD2_20_1431_N 4113.00000    33 3702.00000 4113.00000    48    48  246.78000  246.78000 3702.00000 3702.00000    0.00068
  PALOVRD2_20_1431_R   30.00000     1    0.00000   30.00000     0     0   30.00000   30.00000   30.00000   30.00000    0.00010
 PITSBURG_20_3234_DG    0.00000    -9    6.00000  121.00000     6     6 1452.00000 1452.00000 1452.00000 1452.00000    0.00344
 PITSBURG_20_3234_MG    0.00000    -5  131.40000 2628.00000     6     6 31536.00000 31536.00000 31536.00000 31536.00000    0.00344
 PITSBURG_20_3234_NG    0.00000   -10   35.30000  707.00000     6     6 8484.00000 8484.00000 8484.00000 8484.00000    0.00344
  POTRERO_20_3135_MG    0.00000    -2   18.40000  369.00000     6     6 4428.00000 4428.00000 4428.00000 4428.00000    0.00344
  POTRERO_20_3135_NG    0.00000   -12    1.30000   26.00000     6     6  312.00000  312.00000  312.00000  312.00000    0.00344
  RNCHSECO_20_8034_G    0.00000    -8  256.00000 2560.00000     6     6 30720.00000 30720.00000 30720.00000 30720.00000    0.00344
 S.ONOFRE_20_2533_SN 2232.00000     3 2009.00000 2232.00000    48    48  133.92000  133.92000 2009.00000 2009.00000    0.00068
 SANMATEO_20_3133_NG    0.00000    -2    2.10000   42.00000     6     6  504.00000  504.00000  504.00000  504.00000    0.00344
  SJUAN_G4_20_1034_C 3027.68000    11 1016.00000 4064.00000    12    12  487.68000  487.68000 1016.00000 1016.00000    0.00227
  SJUAN_G4_20_1034_G    0.00000    -2  183.50000 1835.00000     6     6 22020.00000 22020.00000 22020.00000 22020.00000    0.00344
    TESLA_20_3933_CG    0.00000   -12   29.50000  590.00000     6     6 7080.00000 7080.00000 7080.00000 7080.00000    0.00344
    TESLA_20_3933_NG    0.00000   -12   65.70000 1314.00000     6     6 15768.00000 15768.00000 15768.00000 15768.00000    0.00344
     VALMY_20_6433_C  373.24500     1  125.25000  501.00000    12    12   60.12000   60.12000  125.25000  125.25000    0.00227
     VALMY_20_6433_E  118.00000     1    0.00000  118.00000     0     0  118.00000  118.00000  118.00000  118.00000    0.00010
     VALMY_20_6433_G    0.00000    -7   84.00000 1072.00000     6     6 12864.00000 12864.00000 12864.00000 12864.00000    0.00344
     VALMY_20_6433_R   23.00000     1    0.00000   23.00000     0     0   23.00000   23.00000   23.00000   23.00000    0.00010
  WCASCADE_20_4232_G    0.00000    -5  118.40000 1184.00000     6     6 14208.00000 14208.00000 14208.00000 14208.00000    0.00344
;

param ThermalGeneratorType := 
   BRIDGER_20_6333_C C
  CANAD_G1_20_5031_G G
  CMAIN_GM_20_5032_C C
  CMAIN_GM_20_5032_G G
  CMAIN_GM_20_5032_R H
  COLOEAST_20_7031_C C
  COLOEAST_20_7031_G G
   COLSTRP_20_6231_C C
   COLSTRP_20_6231_G G
  CORONADO_20_1131_C C
  CORONADO_20_1131_G G
     CRAIG_20_7032_C C
     CRAIG_20_7032_G G
  DALLES21_20_4039_G G
  DIABLO1_20_3831_NN N
     EMERY_20_6533_C C
     EMERY_20_6533_E E
     EMERY_20_6533_G G
     EMERY_20_6533_R H
  FCNGN4CC_20_1032_C C
  FCNGN4CC_20_1032_G G
   HANFORD_20_4132_G G
   HANFORD_20_4132_N N
   HANFORD_20_4132_R H
  HAYNES3G_20_2630_G G
    HOOVER_20_1331_G G
 HUMBOLDT_20_3631_NG G
   H_ALLEN_20_1333_C C
   H_ALLEN_20_1333_G G
   H_ALLEN_20_1333_R H
  IMPERIAL_20_2130_E E
  IMPERIAL_20_2130_G G
  IMPERIAL_20_2130_R H
 IMPRLVLY_20_2332_AG G
  INTERM1G_20_2634_C C
  JOHN_DAY_20_4035_C C
  JOHN_DAY_20_4035_G G
     MALIN_20_4031_G G
     MALIN_20_4031_R H
  MC_CALL_20_3433_NG G
 MESA_CAL_20_2438_EG G
 MESA_CAL_20_2438_RG G
 MESA_CAL_20_2438_SG G
 MESA_CAL_20_2438_WG G
  METCALF_20_3333_CG G
  METCALF_20_3333_NG G
    MEXICO_20_2030_E E
    MEXICO_20_2030_G G
  MIDPOINT_20_6132_C C
  MIDPOINT_20_6132_G G
  MIDPOINT_20_6132_R H
   MIDWAY_20_3835_NG G
  MISSION_20_2233_DG G
  MISSION_20_2233_EG G
  MISSION_20_2233_TG G
  MONTA_G1_20_6235_G G
 MORROBAY_20_3836_DG G
 MOSSLAND_20_3932_DG G
    NAUGHT_20_6335_C C
    NAUGHT_20_6335_G G
  NAVAJO_2_20_1232_C C
  NORTH_G3_20_4231_C C
  NORTH_G3_20_4231_G G
  NORTH_G3_20_4231_R H
     OLIVE_20_2631_G G
  PALOVRD2_20_1431_G G
  PALOVRD2_20_1431_N N
  PALOVRD2_20_1431_R H
 PITSBURG_20_3234_DG G
 PITSBURG_20_3234_MG G
 PITSBURG_20_3234_NG G
  POTRERO_20_3135_MG G
  POTRERO_20_3135_NG G
  RNCHSECO_20_8034_G G
 S.ONOFRE_20_2533_SN N
 SANMATEO_20_3133_NG G
  SJUAN_G4_20_1034_C C
  SJUAN_G4_20_1034_G G
    TESLA_20_3933_CG G
    TESLA_20_3933_NG G
     VALMY_20_6433_C C
     VALMY_20_6433_E E
     VALMY_20_6433_G G
     VALMY_20_6433_R H
  WCASCADE_20_4232_G G
;

set CostPiecewisePoints[BRIDGER_20_6333_C] := 740.25 2961.0;
set CostPiecewiseValues[BRIDGER_20_6333_C] := 7709.70375 30838.815;

set CostPiecewisePoints[CANAD_G1_20_5031_G] := 121.0 395.0 622.0 1210.0;
set CostPiecewiseValues[CANAD_G1_20_5031_G] := 865.15 2824.25 5500.58 12832.94;

set CostPiecewisePoints[CMAIN_GM_20_5032_C] := 1318.75 5275.0;
set CostPiecewiseValues[CMAIN_GM_20_5032_C] := 13734.78125 54939.125;

set CostPiecewisePoints[CMAIN_GM_20_5032_G] := 23.5 47.0 1469.0 1676.0 2005.0 2431.0 3362.0 3365.0 3411.0 3576.0 3651.0 3712.0 4098.0 4182.0 4400.0;
set CostPiecewiseValues[CMAIN_GM_20_5032_G] := 92.825 185.65 10352.95 11884.75 14355.54 18351.42 27465.91 27496.27 27976.51 29722.21 30517.96 31204.21 35755.15 36773.23 39491.69;

set CostPiecewisePoints[CMAIN_GM_20_5032_R] := 0.0 108.0;
set CostPiecewiseValues[CMAIN_GM_20_5032_R] := 0.0 97.2;

set CostPiecewisePoints[COLOEAST_20_7031_C] := 628.5 2514.0;
set CostPiecewiseValues[COLOEAST_20_7031_C] := 6545.8275 26183.31;

set CostPiecewisePoints[COLOEAST_20_7031_G] := 418.4 1361.0 1946.0 2012.0 2362.0 2922.0 2972.0 3352.0 3467.0 4184.0;
set CostPiecewiseValues[COLOEAST_20_7031_G] := 2991.56 9731.15 14247.35 14805.05 18088.05 24012.85 24543.35 29023.55 30417.35 39358.34;

set CostPiecewisePoints[COLSTRP_20_6231_C] := 556.25 2225.0;
set CostPiecewiseValues[COLSTRP_20_6231_C] := 5793.34375 23173.375;

set CostPiecewisePoints[COLSTRP_20_6231_G] := 14.0 140.0;
set CostPiecewiseValues[COLSTRP_20_6231_G] := 131.32 1313.2;

set CostPiecewisePoints[CORONADO_20_1131_C] := 136.25 545.0;
set CostPiecewiseValues[CORONADO_20_1131_C] := 1419.04375 5676.175;

set CostPiecewisePoints[CORONADO_20_1131_G] := 383.08 1724.0 2394.0 2754.0 2929.0 3203.0 3477.0 3652.0 3830.8;
set CostPiecewiseValues[CORONADO_20_1131_G] := 2739.022 12326.6 17244.4 19948.0 21589.5 24271.96 27179.1 29242.35 31471.986;

set CostPiecewisePoints[CRAIG_20_7032_C] := 366.0 1464.0;
set CostPiecewiseValues[CRAIG_20_7032_C] := 3811.89 15247.56;

set CostPiecewisePoints[CRAIG_20_7032_G] := 97.8 567.0 647.0 704.0 858.0 978.0;
set CostPiecewiseValues[CRAIG_20_7032_G] := 699.27 4054.05 4804.45 5409.22 7224.88 8721.28;

set CostPiecewisePoints[DALLES21_20_4039_G] := 20.4 174.0 204.0;
set CostPiecewiseValues[DALLES21_20_4039_G] := 148.92 1270.2 1563.9;

set CostPiecewisePoints[DIABLO1_20_3831_NN] := 2040.0 2267.0;
set CostPiecewiseValues[DIABLO1_20_3831_NN] := 21505.68 23878.284;

set CostPiecewisePoints[EMERY_20_6533_C] := 852.0 3408.0;
set CostPiecewiseValues[EMERY_20_6533_C] := 8873.58 35494.32;

set CostPiecewisePoints[EMERY_20_6533_E] := 0.0 37.0;
set CostPiecewiseValues[EMERY_20_6533_E] := 0.0 25.9;

set CostPiecewisePoints[EMERY_20_6533_G] := 176.0 487.0 1136.0 1618.0 1741.0 1760.0;
set CostPiecewiseValues[EMERY_20_6533_G] := 1258.4 3482.05 8362.53 12883.69 14133.37 14370.3;

set CostPiecewisePoints[EMERY_20_6533_R] := 0.0 61.0;
set CostPiecewiseValues[EMERY_20_6533_R] := 0.0 54.9;

set CostPiecewisePoints[FCNGN4CC_20_1032_C] := 456.25 1825.0;
set CostPiecewiseValues[FCNGN4CC_20_1032_C] := 4751.84375 19007.375;

set CostPiecewisePoints[FCNGN4CC_20_1032_G] := 71.4 240.0 480.0 714.0;
set CostPiecewiseValues[FCNGN4CC_20_1032_G] := 682.584 2294.4 4680.0 7597.98;

set CostPiecewisePoints[HANFORD_20_4132_G] := 294.5 1000.0 1115.0 2115.0 2621.0 2945.0;
set CostPiecewiseValues[HANFORD_20_4132_G] := 2170.465 7370.0 8533.8 19933.8 26066.52 30106.8;

set CostPiecewisePoints[HANFORD_20_4132_N] := 1044.0 1160.0;
set CostPiecewiseValues[HANFORD_20_4132_N] := 11005.848 12218.28;

set CostPiecewisePoints[HANFORD_20_4132_R] := 0.0 461.0;
set CostPiecewiseValues[HANFORD_20_4132_R] := 0.0 414.9;

set CostPiecewisePoints[HAYNES3G_20_2630_G] := 269.2 762.0 1132.0 1404.0 1506.0 1514.0 1627.0 1947.0 2087.0 2116.0 2517.0 2543.0 2588.0 2692.0;
set CostPiecewiseValues[HAYNES3G_20_2630_G] := 1924.78 5448.3 8160.4 10214.0 11160.56 11235.6 12306.84 15372.44 16755.64 17060.43 21315.04 21607.02 22137.57 23434.45;

set CostPiecewisePoints[HOOVER_20_1331_G] := 168.2 520.0 1682.0;
set CostPiecewiseValues[HOOVER_20_1331_G] := 1211.04 3744.0 14643.56;

set CostPiecewisePoints[HUMBOLDT_20_3631_NG] := 7.1 53.0 106.0 143.0;
set CostPiecewiseValues[HUMBOLDT_20_3631_NG] := 80.23 598.9 1240.2 1793.72;

set CostPiecewisePoints[H_ALLEN_20_1333_C] := 134.0 536.0;
set CostPiecewiseValues[H_ALLEN_20_1333_C] := 1395.61 5582.44;

set CostPiecewisePoints[H_ALLEN_20_1333_G] := 549.1 4619.0 4699.0 4876.0 5051.0 5372.0 5491.0;
set CostPiecewiseValues[H_ALLEN_20_1333_G] := 3926.065 33025.85 33825.05 35616.29 37473.04 41257.63 42741.56;

set CostPiecewisePoints[H_ALLEN_20_1333_R] := 0.0 75.0;
set CostPiecewiseValues[H_ALLEN_20_1333_R] := 0.0 67.5;

set CostPiecewisePoints[IMPERIAL_20_2130_E] := 0.0 507.0;
set CostPiecewiseValues[IMPERIAL_20_2130_E] := 0.0 354.9;

set CostPiecewisePoints[IMPERIAL_20_2130_G] := 40.0 95.0 174.0 254.0 309.0 400.0;
set CostPiecewiseValues[IMPERIAL_20_2130_G] := 286.0 679.25 1517.44 2370.24 3036.84 4171.61;

set CostPiecewisePoints[IMPERIAL_20_2130_R] := 0.0 55.0;
set CostPiecewiseValues[IMPERIAL_20_2130_R] := 0.0 49.5;

set CostPiecewisePoints[IMPRLVLY_20_2332_AG] := 55.9 1118.0;
set CostPiecewiseValues[IMPRLVLY_20_2332_AG] := 377.325 7546.5;

set CostPiecewisePoints[INTERM1G_20_2634_C] := 420.75 1683.0;
set CostPiecewiseValues[INTERM1G_20_2634_C] := 4382.11125 17528.445;

set CostPiecewisePoints[JOHN_DAY_20_4035_C] := 113.0 452.0;
set CostPiecewiseValues[JOHN_DAY_20_4035_C] := 1176.895 4707.58;

set CostPiecewisePoints[JOHN_DAY_20_4035_G] := 61.3 346.0 563.0 613.0;
set CostPiecewiseValues[JOHN_DAY_20_4035_G] := 438.295 2473.9 4092.72 4468.22;

set CostPiecewisePoints[MALIN_20_4031_G] := 100.3 747.0 952.0 1003.0;
set CostPiecewiseValues[MALIN_20_4031_G] := 717.145 5341.05 7263.95 7763.24;

set CostPiecewisePoints[MALIN_20_4031_R] := 0.0 75.0;
set CostPiecewiseValues[MALIN_20_4031_R] := 0.0 67.5;

set CostPiecewisePoints[MC_CALL_20_3433_NG] := 31.4 49.0 377.0 548.0 628.0;
set CostPiecewiseValues[MC_CALL_20_3433_NG] := 305.208 476.28 3903.88 5805.4 6746.2;

set CostPiecewisePoints[MESA_CAL_20_2438_EG] := 78.1 337.0 672.0 1224.0 1388.0 1563.0;
set CostPiecewiseValues[MESA_CAL_20_2438_EG] := 746.636 3221.72 6447.77 11840.81 13607.09 15495.34;

set CostPiecewisePoints[MESA_CAL_20_2438_RG] := 185.9 215.0 433.0 753.0 1478.0 2244.0 2564.0 3055.0 3118.0 3200.0 3466.0 3586.0 3718.0;
set CostPiecewiseValues[MESA_CAL_20_2438_RG] := 1747.46 2021.0 4085.46 7119.06 14028.31 21397.23 24478.83 29270.99 29920.52 30778.24 33749.46 35269.86 36984.54;

