param NumNodes := 20;
param NumArcs := 120;
param NumCommodities := 40;
param ArcsNodes :=
  18 23 50.24801822325208
  14 23 -50.24801822325208
  15 24 75.75192166128413
  10 24 -75.75192166128413
  18 25 54.485948336039755
  4 25 -54.485948336039755
  9 26 68.23388156769484
  16 26 -68.23388156769484
  2 27 87.21752201530866
  9 27 -87.21752201530866
  12 28 31.477492338094446
  20 28 -31.477492338094446
  6 29 45.40279254579314
  14 29 -45.40279254579314
  16 30 66.25203027086005
  1 30 -66.25203027086005
  1 31 25.43471216194775
  4 31 -25.43471216194775
  9 32 34.000870513468065
  17 32 -34.000870513468065
  19 33 35.29746246530774
  1 33 -35.29746246530774
  11 34 12.35082052212474
  15 34 -12.35082052212474
  1 35 69.43174685421099
  16 35 -69.43174685421099
  20 36 14.465938010969014
  7 36 -14.465938010969014
  8 37 45.92454330255571
  17 37 -45.92454330255571
  17 38 68.5046003080698
  8 38 -68.5046003080698
  13 39 98.08665484384235
  3 39 -98.08665484384235
  17 40 28.67961403923515
  18 40 -28.67961403923515
;
param : ArcsFixedCost ArcsVariableCost ArcsCapacity :=
  1 2053.0 100.0 2171.0
  2 862.0 79.0 413.0
  3 1560.0 21.0 371.0
  4 1068.0 18.0 254.0
  5 1806.0 65.0 196.0
  6 247.0 56.0 64.0
  7 1847.0 62.0 201.0
  8 1416.0 27.0 323.0
  9 1293.0 18.0 450.0
  10 431.0 52.0 423.0
  11 944.0 69.0 112.0
  12 1930.0 72.0 418.0
  13 2053.0 100.0 2171.0
  14 2032.0 90.0 323.0
  15 1704.0 38.0 418.0
  16 1806.0 49.0 164.0
  17 1950.0 24.0 439.0
  18 1293.0 14.0 492.0
  19 1991.0 70.0 302.0
  20 2053.0 100.0 2171.0
  21 2032.0 38.0 402.0
  22 924.0 22.0 328.0
  23 1334.0 73.0 133.0
  24 370.0 57.0 164.0
  25 2053.0 100.0 2171.0
  26 1991.0 41.0 513.0
  27 1642.0 44.0 286.0
  28 1068.0 26.0 386.0
  29 1355.0 44.0 434.0
  30 657.0 20.0 466.0
  31 2053.0 100.0 2171.0
  32 329.0 20.0 59.0
  33 1006.0 34.0 466.0
  34 883.0 28.0 392.0
  35 247.0 80.0 476.0
  36 2053.0 100.0 2171.0
  37 678.0 64.0 249.0
  38 1724.0 90.0 524.0
  39 637.0 23.0 64.0
  40 267.0 88.0 360.0
  41 247.0 19.0 460.0
  42 2053.0 100.0 2171.0
  43 1683.0 77.0 159.0
  44 1991.0 36.0 365.0
  45 1088.0 32.0 186.0
  46 986.0 22.0 117.0
  47 596.0 27.0 143.0
  48 2053.0 100.0 2171.0
  49 1499.0 77.0 159.0
  50 1416.0 61.0 423.0
  51 1478.0 33.0 96.0
  52 1745.0 18.0 386.0
  53 1847.0 50.0 381.0
  54 2053.0 100.0 2171.0
  55 1416.0 60.0 466.0
  56 1355.0 99.0 170.0
  57 1191.0 95.0 101.0
  58 349.0 45.0 196.0
  59 1909.0 96.0 503.0
  60 1334.0 70.0 69.0
  61 2053.0 100.0 2171.0
  62 1745.0 44.0 381.0
  63 1088.0 14.0 349.0
  64 2053.0 100.0 2171.0
  65 1293.0 38.0 418.0
  66 1499.0 68.0 96.0
  67 1150.0 54.0 471.0
  68 2053.0 100.0 2171.0
  69 267.0 83.0 402.0
  70 308.0 63.0 429.0
  71 1581.0 50.0 376.0
  72 1642.0 70.0 133.0
  73 1745.0 68.0 238.0
  74 842.0 88.0 260.0
  75 329.0 16.0 112.0
  76 2053.0 100.0 2171.0
  77 1724.0 14.0 439.0
  78 1930.0 78.0 476.0
  79 637.0 20.0 429.0
  80 2053.0 100.0 2171.0
  81 780.0 28.0 386.0
  82 390.0 19.0 508.0
  83 1642.0 79.0 503.0
  84 1478.0 45.0 59.0
  85 1170.0 82.0 344.0
  86 370.0 34.0 217.0
  87 2053.0 100.0 2171.0
  88 596.0 33.0 328.0
  89 1765.0 95.0 90.0
  90 329.0 93.0 524.0
  91 1868.0 52.0 439.0
  92 1355.0 64.0 127.0
  93 2053.0 100.0 2171.0
  94 1170.0 41.0 254.0
  95 1191.0 96.0 429.0
  96 1170.0 82.0 186.0
  97 1150.0 94.0 519.0
  98 1868.0 74.0 127.0
  99 1088.0 64.0 423.0
  100 1868.0 11.0 101.0
  101 1109.0 40.0 106.0
  102 2053.0 100.0 2171.0
  103 1170.0 10.0 334.0
  104 1971.0 93.0 328.0
  105 329.0 85.0 466.0
  106 2053.0 100.0 2171.0
  107 1252.0 91.0 386.0
  108 616.0 11.0 143.0
  109 555.0 22.0 524.0
  110 1868.0 80.0 349.0
  111 2053.0 100.0 2171.0
  112 719.0 51.0 503.0
  113 986.0 51.0 201.0
  114 1047.0 46.0 286.0
  115 862.0 40.0 159.0
  116 2053.0 100.0 2171.0
  117 1601.0 65.0 418.0
  118 1458.0 29.0 286.0
  119 1827.0 21.0 344.0
  120 719.0 48.0 159.0
;
